image_id,file_name,split,scenario_category,has_saliency_png,has_fixation_mat,ground_truth_caps,primary_gt_caption,n_gt_captions,blip_caption,blip2_caption,ofa_caption,vit_gpt2_caption,bleu4_blip,bleu4_blip2,bleu4_ofa,bleu4_vit_gpt2,cider_blip,meteor_blip,rougeL_blip,human_correct_blip,human_correct_blip2,human_correct_ofa,human_correct_vit_gpt2,error_type_blip,error_type_blip2,error_type_ofa,error_type_vit_gpt2,error_token_blip,error_token_blip2,error_token_ofa,error_token_vit_gpt2,js_div_mean_blip,kl_div_mean_blip,error_token_js_blip,other_tokens_js_blip,gt_caps_parsed,bleu1_blip,bleu2_blip,bleu3_blip,bleu4_conf_blip,bleu1_blip2,bleu2_blip2,bleu3_blip2,cider_blip2,meteor_blip2,rougeL_blip2,bleu4_conf_blip2,bleu1_vit_gpt2,bleu2_vit_gpt2,bleu3_vit_gpt2,cider_vit_gpt2,meteor_vit_gpt2,rougeL_vit_gpt2,bleu4_conf_vit_gpt2,annotator_1_blip,annotator_2_blip,annotator_3_blip,annotator_1_blip2,annotator_2_blip2,annotator_3_blip2,annotator_1_vit_gpt2,annotator_2_vit_gpt2,annotator_3_vit_gpt2
496081,COCO_val2014_000000496081.jpg,val,object_confusion,True,True,"['two brown horses standing behind some rocks ', 'Horses are sticking their heads out from the rocks', 'Two brown horses hold their heads above a rocky wall.', 'Two horses looking over a short stone wall.', 'a couple of horses poke their head over a rock pile']",two brown horses standing behind some rocks ,5,there are two horses that are standing behind a stone wall,a couple of horses standing behind a fence,[OFA_UNAVAILABLE],two brown horses standing next to each other,,,,,,,,1,1,,0,correct,correct,,relation_mismatch,,,,next,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,0
440387,COCO_val2014_000000440387.jpg,val,context_mismatch,True,True,"['A group of people are in the snow on skis.', 'Several people prepare to ski or snowboard on a snow slope.', 'A bunch of skiers standing on a ski slope', 'A bunch of skiers on a mountain while a storm rolls in.', 'groups of people are skiing on a snowy mountain']",A group of people are in the snow on skis.,5,skiers and snowboarders at the bottom of a snow covered slope,snow on the ground,[OFA_UNAVAILABLE],people on skis in the snow,,,,,,,,1,1,,0,correct,correct,,object_hallucination,,,,skis,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
22271,COCO_val2014_000000022271.jpg,val,object_confusion,True,True,"['People are standing in front of a building across the street from the western sign ', 'A fallen street sign near a crowd of people across the street.', 'A view of a sign that says Western Av,but its sideways and on the ground.', 'A knocked over traffic light laying by the side of a road.', 'A suitcase on the side of the street.']",People are standing in front of a building across the street from the western sign ,5,there is a street sign on a pole on a city street,a sign on a pole,[OFA_UNAVAILABLE],a street sign on the side of a building,,,,,,,,0,0,,1,object_misidentification,attribute_mismatch,,correct,there,pole,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1
203636,COCO_val2014_000000203636.jpg,val,context_mismatch,True,True,"['A display at a grocery store filled with fruits and vegetables.', 'A market with baskets and containers full of vegetables and fruits. ', 'A fruit and vegetable stand has hanging fruit.', 'There are fresh fruit and vegetables being sold at the stand. ', 'Bananas hanging above other vegetables at the market display']",A display at a grocery store filled with fruits and vegetables.,5,there are many different fruits and vegetables on display at a market,a woman standing in front of a produce stand,[OFA_UNAVAILABLE],a grocery store filled with lots of fresh produce,,,,,,,,0,1,,1,attribute_mismatch,correct,,correct,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1
187144,COCO_val2014_000000187144.jpg,val,gender_ambiguity,True,True,"[' A white bus parked at a stop next to a crowd.', 'THERE IS A BUS PARKED ON THE SIDE OF THE STREET', 'A white bus is pulled up to a sidewalk.', 'Passengers standing outside a green and white tour bus.', 'A group of people stand on a path outside a parked bus. ']", A white bus parked at a stop next to a crowd.,5,there is a white bus that is parked on the side of the road,a group of people standing in front of a bus,[OFA_UNAVAILABLE],a double decker bus parked on the side of a road,,,,,,,,0,0,,0,general_baseline,context_mismatch,,attribute_mismatch,that,front,,decker,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
327807,COCO_val2014_000000327807.jpg,val,context_mismatch,True,True,"['A small group of people standing outside of a train next to  small shops selling fruit.', 'A woman in a dress standing next to a blue and white train.', 'A woman poses for a picture next to a train and a fruit stand.', 'Women and men walking along a blue passenger train on a stone walkway. near an outdoor food market.', 'A woman posing by a train with several small food stands nearby.']",A small group of people standing outside of a train next to  small shops selling fruit.,5,there is a woman standing in front of a blue and white train,a woman standing next to a blue and white train,[OFA_UNAVAILABLE],a woman standing next to a train on a train track,,,,,,,,1,1,,0,correct,correct,,context_mismatch,,,,track,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
504248,COCO_val2014_000000504248.jpg,val,counting_errors,True,True,"['A bathroom with a tub next to a toilet and a sink.', 'A Bathroom that was recently cleaned is empty.', 'a bathroom with a sink, tub, toilet and trash can.', 'A photo of a full organized old style bathroom.', 'a bath room with a toilet a bath tub and a sink']",A bathroom with a tub next to a toilet and a sink.,5,"there is a bathroom with a toilet, sink, and tub in it","a bathroom with a toilet, sink and bathtub",[OFA_UNAVAILABLE],a white toilet sitting next to a bath tub,,,,,,,,1,0,,1,correct,attribute_mismatch,,correct,,sink,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
25997,COCO_val2014_000000025997.jpg,val,attribute_errors,True,True,"['The little boy is practicing riding a surfboard at the carnival.', 'A young boy stands on a fake surf board', 'a young boy standing on a surfboard at an amusement park', 'A boy in black shirt on a fake surfboard at park.', 'This looks like a ride at a fair, or festival.']",The little boy is practicing riding a surfboard at the carnival.,5,there is a young boy that is standing on a surfboard,a young boy standing on a surfboard in an amusement park,[OFA_UNAVAILABLE],a little boy that is standing on a surfboard,,,,,,,,1,0,,0,correct,object_misidentification,,attribute_mismatch,,surfboard,,little,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,1
8005,COCO_val2014_000000008005.jpg,val,context_mismatch,True,True,"['A light blue airplane sits in the airport waiting to depart', 'The plane is on the tarmac with other vehicles assisting it. ', 'The large blue airplane does stand out with the other airplanes.', 'An airplane is sitting on the runway while passengers get on', 'A pale blue airplane sits on the tarmac while trucks wait nearby.']",A light blue airplane sits in the airport waiting to depart,5,this is an image of a blue and white airplane at an airport,a blue and white airplane parked on the tarmac,[OFA_UNAVAILABLE],a large jetliner sitting on top of an airport tarmac,,,,,,,,0,1,,1,attribute_mismatch,correct,,correct,white,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
419723,COCO_val2014_000000419723.jpg,val,general_baseline,True,True,"['A plate of food, including a sandwich and salad, is pictured here.', 'a white plastic fork is laying in some food', 'A plate with some meat, bread and salad on it', 'a dish resting on a plate with a plastic fork', 'A plate consisting of meat,inside bread beside a small bowl of chopped vegetables. ']","A plate of food, including a sandwich and salad, is pictured here.",5,"there is a plate of food that includes a sandwich, salad and a fork",a plate of food on a table,[OFA_UNAVAILABLE],a plate of food on a table,,,,,,,,0,1,,1,object_hallucination,correct,,correct,fork,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,0
561336,COCO_val2014_000000561336.jpg,val,counting_errors,True,True,"['A group of men on a field playing baseball.', 'An umpire in the field, talking to the batter.', 'Umpire having a conversation with batter on a baseball field.', 'A baseball game with the batter and umpire out by the pitching mound ', 'A baseball player who is talking to an umpire.']",A group of men on a field playing baseball.,5,several baseball players on a baseball field during a game,a group of men playing baseball on a field,[OFA_UNAVAILABLE],baseball players are playing baseball on a field,,,,,,,,1,0,,0,correct,counting_errors,,counting_errors,,field,,field,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0
342293,COCO_val2014_000000342293.jpg,val,general_baseline,True,True,"['A woman in a bikini sitting on a towel on the beach.', 'A woman in a bathing suit sitting on the beach.', 'A girl in a bikini sits on a towel at the beach and holds a pastry.', 'The woman is in a bathing suit sitting on the beach. ', 'A girl in a bikini is sitting on a towel at the beach.']",A woman in a bikini sitting on a towel on the beach.,5,there is a woman that is sitting on a towel on the beach,a woman sitting on the beach eating a hot dog,[OFA_UNAVAILABLE],a woman sitting on the beach eating a sandwich,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
262030,COCO_val2014_000000262030.jpg,val,general_baseline,True,True,"['this bathroom is big and has a jacuzzi tub made of wood', 'A all wooden bathroom with the windows open .', 'A bath tub sitting in a bathroom on top of a hard wood floor.', 'Bathroom with wood and tub with window and floor', 'This bathroom has a wood floor, wood surfaces, and a large window. ']",this bathroom is big and has a jacuzzi tub made of wood,5,"there is a bathroom with a bathtub, sink, and mirror in it",a view of a bathroom with a bathtub and a sink,[OFA_UNAVAILABLE],a bathroom with a tub and a sink,,,,,,,,1,0,,1,correct,object_hallucination,,correct,,bathtub,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
369584,COCO_val2014_000000369584.jpg,val,object_confusion,True,True,"['Two pizza pies in take-out boxes on a counter.', 'A pepperoni pizza sitting next to a supreme pizza.', 'Two large uncut pizzas in their boxes with pepperoni and supreme toppings.', 'Two pizzas in boxes on a counter top.', 'two pizza well cooked in a box to be eaten']",Two pizza pies in take-out boxes on a counter.,5,there are two pizzas that are sitting in boxes on the table,two boxes of pizza sitting on top of a table,[OFA_UNAVAILABLE],a pizza sitting on top of a pizza box,,,,,,,,1,0,,1,correct,object_misidentification,,correct,,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
543231,COCO_val2014_000000543231.jpg,val,general_baseline,True,True,"['A close-up shot of a girl, sitting down playing the Wii. ', 'A woman holding a Nintendo Wii game controller.', 'A woman that is holding a remote in her hand.', 'Woman using video game control with other adults nearby.', 'The woman is holding a video game remote upright.']","A close-up shot of a girl, sitting down playing the Wii. ",5,there is a woman that is playing a video game with a remote,a woman playing a video game,[OFA_UNAVAILABLE],a woman holding a nintendo wii game controller,,,,,,,,1,0,,0,correct,object_hallucination,,object_hallucination,,game,,wii,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0
498747,COCO_val2014_000000498747.jpg,val,gender_ambiguity,True,True,"['Guy sitting down and using his cell during the party', 'A young guy on a cell phone by a crowd of people.', 'A man at a party talking on a cell phone.', 'A man talking a phone up to his face near a crows of people.', 'A person on a cell phone in a group of people.']",Guy sitting down and using his cell during the party,5,there is a man sitting at a table talking on a cell phone,a man talking on a cell phone,[OFA_UNAVAILABLE],a young man is talking on a cell phone,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
93893,COCO_val2014_000000093893.jpg,val,gender_ambiguity,True,True,"['A group of brown teddy bear sitting at a brown wooden bench.', 'A group of teddy bears sitting at a table some food.', 'The teddy bears are posed to sit at the toy picnic table. ', 'a group of teddy bears sitting at picnic table.', 'Stuff teddy bears is sitting at a table bench with each teddy bear have a plate of food.']",A group of brown teddy bear sitting at a brown wooden bench.,5,there are three teddy bears sitting at a table with cups of coffee,a group of teddy bears sitting at a picnic table,[OFA_UNAVAILABLE],teddy bears sitting on a wooden bench,,,,,,,,1,0,,1,correct,general_baseline,,correct,,group,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1
27789,COCO_val2014_000000027789.jpg,val,general_baseline,True,True,"['A man holding a Nintendo Wii game controller.', 'The living room is all decorated for Christmas.', 'A man is playing a video game in a living room.', 'A man at home playing a video game', 'The man is playing a video game in his living room.']",A man holding a Nintendo Wii game controller.,5,there is a man standing in a living room playing a video game,a man playing a video game in a living room,[OFA_UNAVAILABLE],a man standing in a living room holding a wii remote,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
229391,COCO_val2014_000000229391.jpg,val,gender_ambiguity,True,True,"['A truck is carrying bicycles in the back.', 'An old style flat bed truck loaded with many bikes.', 'A man looking at a truck carrying bicycles.', 'The man with the backpack stands next to the truck.', 'a man is walking towards a truck with bikes']",A truck is carrying bicycles in the back.,5,there is a man standing in front of a truck full of bicycles,a man standing in front of a truck full of bicycles,[OFA_UNAVAILABLE],a truck with a man on it driving down a street,,,,,,,,0,1,,1,general_baseline,correct,,correct,standing,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
326937,COCO_val2014_000000326937.jpg,val,attribute_errors,True,True,"['A small black dog watching a flat screen TV.', 'A dog jumps in front of a television in a living room.', 'The small dog is jumping up towards the television.', 'Black dog jumping up at big screen television.', 'Black dog sitting in front of a television in a living room. ']",A small black dog watching a flat screen TV.,5,there is a dog that is standing in front of a tv,a black dog standing in front of a television,[OFA_UNAVAILABLE],a dog that is standing in front of a tv,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1
179898,COCO_val2014_000000179898.jpg,val,counting_errors,True,True,"['A little kid holding up two hot dogs in buns.', 'A boy standing in front of his class holding a hot dog in each hand.', 'A child is holding two hot dogs up to the photographer.', 'A kid is holding two hot dogs in a room of kids.', 'A young boy is holding a couple of hotdogs']",A little kid holding up two hot dogs in buns.,5,there is a young boy holding two hotdogs in his hands,a boy holding two hot dogs,[OFA_UNAVAILABLE],a young girl holding a hot dog in her hands,,,,,,,,0,1,,1,object_misidentification,correct,,correct,two,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
484151,COCO_val2014_000000484151.jpg,val,context_mismatch,True,True,"['A few adolescents looking at their phones at a table. ', 'A group of people on their cell phones.', 'Several students play with their cell phones while sitting at a table. ', 'At a classroom table, students are checking their cell phones.', 'Several people sitting at a table with cell phones in their hands. ']",A few adolescents looking at their phones at a table. ,5,several people sitting at a table looking at their cell phones,a group of people sitting at a table,[OFA_UNAVAILABLE],people sitting at a table with laptops,,,,,,,,1,1,,0,correct,correct,,context_mismatch,,,,table,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0
164548,COCO_val2014_000000164548.jpg,val,gender_ambiguity,True,True,"['A woman shopping for different bottles of wine. ', 'A woman sitting at a desk next to a woman bending over.', 'A wine specialist explains wines to a taster.', 'Two woman at a table full of wine', 'A customer service representative helps a client make a choice.']",A woman shopping for different bottles of wine. ,5,there are two women standing at a table with bottles of wine on it,a woman wearing a black shirt,[OFA_UNAVAILABLE],a woman pouring wine into a wine glass,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
430567,COCO_val2014_000000430567.jpg,val,attribute_errors,True,True,"['a kitty sitting in a plant with two glass mushrooms in the planter', 'A cat sits near a few potted plants.', 'a grey cat sitting on top of a couple of plants', 'a cat sits in the middle of some plants ', 'A cat sitting in s potted plant by a window.']",a kitty sitting in a plant with two glass mushrooms in the planter,5,there is a cat that is sitting in a potted plant,a cat sitting in a flower pot,[OFA_UNAVAILABLE],a cat sitting on top of a pile of plants,,,,,,,,0,1,,0,general_baseline,correct,,object_misidentification,potted,,,top,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0
444236,COCO_val2014_000000444236.jpg,val,context_mismatch,True,True,"['A double deck tour bus riding through a street.', 'A double decker bus riding on a street on a cloudy day. ', 'A large bus on a open city street.', 'A blocked off street that is ready for a event to happen.', 'A transit bus seen in the distance on an empty street. ']",A double deck tour bus riding through a street.,5,there is a double decker bus that is driving down the street,a double decker bus on the road,[OFA_UNAVAILABLE],a double decker bus driving down a street,,,,,,,,0,0,,0,context_mismatch,attribute_mismatch,,context_mismatch,down,bus,,down,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
342819,COCO_val2014_000000342819.jpg,val,general_baseline,True,True,"['A room with a purple bed, detailed wall and various paintings.', 'The hotel bed has a bedspread with a very intricate design.', 'A bed sits in a room with paintings on the wall.', 'A room with a clean bed and two wall hangings,side table with a night lamp.', 'A bed sitting in a room near two lamps and a couple of pictures on the wall.']","A room with a purple bed, detailed wall and various paintings.",5,this is a bedroom with a bed and a painting on the wall,a bedroom with a bed and a painting on the wall,[OFA_UNAVAILABLE],a bedroom with a bed and a painting on the wall,,,,,,,,0,1,,1,attribute_mismatch,correct,,correct,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
240783,COCO_val2014_000000240783.jpg,val,object_confusion,True,True,"['A plate that has a pile of doughnuts on it.', 'A blue plate topped with powdered sugar covered donuts.', 'a plate full of delicious looking glazed donuts', 'A pile of powdered sugar donuts rest on a plate', 'A large blue plate with a pile of powdered donuts on it.']",A plate that has a pile of doughnuts on it.,5,there is a pile of donuts on a blue plate on a table,a blue plate topped with powdered sugar donuts,[OFA_UNAVAILABLE],a plate of doughnuts on a table,,,,,,,,0,0,,1,object_misidentification,object_hallucination,,correct,donuts,blue,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1
198799,COCO_val2014_000000198799.jpg,val,attribute_errors,True,True,"['A group of young men holding skateboards while talking.', 'A bunch of boys playing on a street during the day.', 'Four teens play with tree branches in a city.', 'Teenage boys with skateboards standing on a street corner and fencing each other with tree branches. ', 'Young teenagers are playing with tree branches and skateboards. ']",A group of young men holding skateboards while talking.,5,there are a lot of people that are walking on the sidewalk,a group of people on a sidewalk with skateboards,[OFA_UNAVAILABLE],young men playing a game of frisbee,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1
175310,COCO_val2014_000000175310.jpg,val,gender_ambiguity,True,True,"['A large bathroom has white walls and cabinets and blue wall tiles and countertops.', 'A room with a mirror, sink, cabinets and towels.', 'A white sink with blue back splash and counters.', 'A white sink is in a bathroom with blue tile. ', 'A bathroom with a sink, cabinets and a mirror. ']",A large bathroom has white walls and cabinets and blue wall tiles and countertops.,5,this is a picture of a bathroom with a sink and a mirror,a bathroom with a sink and a mirror,[OFA_UNAVAILABLE],a bathroom with a sink and a mirror,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,sink,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
489014,COCO_val2014_000000489014.jpg,val,context_mismatch,True,True,"['A dog that is standing on the side of a boat.', 'A dog on a boat with a person in the water.', 'A dog stands on the bow of a white sailboat in the water.', 'A dog walks on the deck of a sail boat.', 'A dog is walking on the front of a boat.']",A dog that is standing on the side of a boat.,5,there is a dog that is standing on top of a boat,a dog is standing on the bow of a sailboat,[OFA_UNAVAILABLE],a white and black dog standing on top of a white boat,,,,,,,,0,1,,1,context_mismatch,correct,,correct,dog,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1
494957,COCO_val2014_000000494957.jpg,val,counting_errors,True,True,"['A double decker bus parked in a bus station next to a baby stroller.', 'A double decker hybrid bus is in a warehouse.', 'A parked Electric Hybrid city bus in a bus storage warehouse. ', 'A stroller sitting in front of a double-Decker bus', 'An electric double decker bus with a wheelchair in front.']",A double decker bus parked in a bus station next to a baby stroller.,5,there is a white double decker bus with green leaves painted on it,a green and white double decker bus,[OFA_UNAVAILABLE],a double decker bus parked in a parking lot,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1
516805,COCO_val2014_000000516805.jpg,val,general_baseline,True,True,"['A table full of items and on a sunny day. ', 'A picnic table with many bags, lunchboxes, and other items', 'A picnic table at a campsite is loaded with tons of camping gear.', 'This is a picture of a persons garage sale.', 'A picnic table loaded with hiking and camping gear']",A table full of items and on a sunny day. ,5,there is a picnic table with many items on it in the grass,a picnic table in the middle of a field,[OFA_UNAVAILABLE],a picnic table filled with lots of camping gear,,,,,,,,1,1,,0,correct,correct,,general_baseline,,,,gear,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0
232121,COCO_val2014_000000232121.jpg,val,object_confusion,True,True,"['A laptop computer with a beer sitting next to it on a table.', 'A lap top shows a jeep driving on a dirt road', 'A cold beer is placed just to the right of a laptop.', 'An open laptop computer sitting on top of a white table.', 'A laptop computer sitting on a table with a glass of beer.']",A laptop computer with a beer sitting next to it on a table.,5,there is a glass of beer next to a laptop on a table,a laptop computer and a glass of beer,[OFA_UNAVAILABLE],a laptop computer sitting on top of a table,,,,,,,,1,0,,0,correct,object_misidentification,,object_hallucination,,computer,,sitting,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0
93476,COCO_val2014_000000093476.jpg,val,object_confusion,True,True,"['A clock is near a light post on a street.', 'A clock stands on a pole on a street corner.', 'A street corner with a clock and light pole is shown.', 'a clock on a side walk on a city street', 'A view if a pleasant downtown sidewalk with an old fashioned clock and street lights']",A clock is near a light post on a street.,5,there is a clock on a pole in the middle of the street,a clock on a pole on the side of a street,[OFA_UNAVAILABLE],a clock that is on the side of a street,,,,,,,,1,0,,0,correct,attribute_mismatch,,object_misidentification,,street,,street,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0
169111,COCO_val2014_000000169111.jpg,val,gender_ambiguity,True,True,"['MIXTURE OF FRUITS KEPT IN A BIG BOWL.', 'A big bowl of assorted fruit on display among a crowd of people.', 'A glass bowl filled with fruit on a silver platform.', 'A large bowl of grapes, apples and oranges sits in a market stall. ', 'An open air market with a lot of fruits in a bowl ']",MIXTURE OF FRUITS KEPT IN A BIG BOWL.,5,"apples, oranges, and grapes in a glass bowl on a table",a bowl full of grapes,[OFA_UNAVAILABLE],a bowl of fruit on a table,,,,,,,,1,0,,1,correct,attribute_mismatch,,correct,,full,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,1
398637,COCO_val2014_000000398637.jpg,val,context_mismatch,True,True,"['Attendants at a fancy event wear long dresses and tuxedos.', 'A couple in formal wear posing outside a brick building at night', 'A man and a woman dressed up for a ball posing for a picture.', 'A formally dressed couple in tuxedo and evening gown on the steps on a building.', 'two people in formal wear standing right next to each other ']",Attendants at a fancy event wear long dresses and tuxedos.,5,there is a man and a woman in formal attire posing for a picture,a man in a tuxedo and a woman in a dress,[OFA_UNAVAILABLE],a man and a woman posing for a picture,,,,,,,,0,1,,1,context_mismatch,correct,,correct,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
90138,COCO_val2014_000000090138.jpg,val,context_mismatch,True,True,"['A sandwich cut in half next to a drink.', 'A sandwich cut in two sits on white paper in front of a drink in a clear plastic glass.', 'A very big tasty looking sandwich next to a drink.', 'A sandwich on toast and a glass of juice with ice', 'a sandwich a fork and a drink on a table']",A sandwich cut in half next to a drink.,5,"there is a sandwich with lettuce, tomato, and cheese on it",a sandwich and a drink on a table,[OFA_UNAVAILABLE],a sandwich sitting on top of a table next to a drink,,,,,,,,0,0,,0,context_mismatch,object_hallucination,,attribute_mismatch,lettuce,table,,next,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0
520531,COCO_val2014_000000520531.jpg,val,gender_ambiguity,True,True,"['an image of a cat sitting on top of the desk area', 'a cat sitting on a desk next to a remote control', 'A large brown and grey cat sits on top of a desk.', 'A large calico cat sitting on a wooden table next to a remote control.', 'A cat perches on a desk in a bedroom.']",an image of a cat sitting on top of the desk area,5,there is a cat that is sitting on a desk next to a remote,a cat sitting on a desk,[OFA_UNAVAILABLE],a cat sitting on a desk next to a computer,,,,,,,,0,0,,0,attribute_mismatch,context_mismatch,,object_misidentification,that,cat,,desk,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
367848,COCO_val2014_000000367848.jpg,val,gender_ambiguity,True,True,"[""A person's feet crossed at the end of the bed. "", 'Apicture of someone laying on the bed with only their feet exposed. ', 'A floor lamp lights a room a night. ', 'Bedroom with curtains drawn, light on and person laying in bed with only feet showing.', 'A lamp and chair with the foot of a bed and a persons feet.']",A person's feet crossed at the end of the bed. ,5,there is a person laying on a bed next to a lamp,a person laying on a bed in a hotel room,[OFA_UNAVAILABLE],a person sitting on a bed with a lamp,,,,,,,,1,0,,1,correct,attribute_mismatch,,correct,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1
111104,COCO_val2014_000000111104.jpg,val,attribute_errors,True,True,"['an older male in a gray sweater a knife and cake', 'an old man about to start cutting into a cake', 'A man standing over a cake with a knife.', 'An old man holds a knife in hand in front of a cake.', 'People are watching a man cut a birthday cake.']",an older male in a gray sweater a knife and cake,5,there is a man that is cutting a cake with a knife,an old man cutting a cake with a knife,[OFA_UNAVAILABLE],a man cutting a cake with a knife,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
551921,COCO_val2014_000000551921.jpg,val,attribute_errors,True,True,"['A woman holding a surfboard standing on rocks by the ocean ', 'A woman standing on rocks near the ocean while holding a surfboard.', 'A young man in turquoise with a white surfboard.', 'A surfer standing on a large rock next to the water.', 'A man with a surfboard is standing on the large rocks by the water.']",A woman holding a surfboard standing on rocks by the ocean ,5,there is a man that is standing on some rocks with a surfboard,a surfer standing on rocks,[OFA_UNAVAILABLE],a man holding a surfboard on top of a rock,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1
327383,COCO_val2014_000000327383.jpg,val,attribute_errors,True,True,"['An old van has been given a mirrored finish', 'A silver hippy van and a bus for vegans.', 'A VAN MADE TO LOOK LIKE A DISCO BALL NEXT TO A TOUR BUS', 'a silver tiled van parked next to a red bus in a parking lot.', 'A small van painted in silver glitter paint parked next to a double decker bus.']",An old van has been given a mirrored finish,5,there is a silver van parked in front of a red double decker bus,a silver van parked next to a red bus,[OFA_UNAVAILABLE],a van that has been painted to look like a bus,,,,,,,,1,1,,0,correct,correct,,attribute_mismatch,,,,like,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0
218343,COCO_val2014_000000218343.jpg,val,gender_ambiguity,True,True,"['a room with a lamp a couch a red rug and some books', 'Living room with couch red rug and a book case full of books.', 'A living room with a bookcase, sofa and coffee table.', 'A room that has a couch, table, bookshelves and fan.', 'A living room has a bookcase full of books.']",a room with a lamp a couch a red rug and some books,5,this is a living room with a couch and a book shelf,a living room with a couch and bookshelves,[OFA_UNAVAILABLE],a living room filled with furniture and a bookcase,,,,,,,,1,1,,1,correct,correct,,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
435880,COCO_val2014_000000435880.jpg,val,context_mismatch,True,True,"['A refrigerator next to a red wall in the kitchen. ', 'A deep freezer and refrigerator are displayed together.', 'A kitchen has a refrigerator and ice chest. ', 'A refrigerator and freezer placed next to one another.', 'A fridge with a lot of magnets in a kitchen.']",A refrigerator next to a red wall in the kitchen. ,5,this is an image of a kitchen with red walls and a refrigerator,a kitchen with a refrigerator and a freezer in it,[OFA_UNAVAILABLE],a kitchen with a refrigerator and a bed,,,,,,,,0,1,,1,object_hallucination,correct,,correct,refrigerator,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,0
